,date,llm_nato,llm_nato_topic,regex_nato
4271,2012-05-15 15:45:00,NO,NO,NO
4272,2012-05-15 17:00:00,NO,NO,NO
4273,2012-05-15 18:00:00,NO,NO,NO
4274,2012-05-15 18:50:00,NO,NO,NO
4275,2012-05-15 19:40:00,NO,NO,NO
4276,2012-05-15 20:30:00,NO,NO,NO
4277,2012-05-18 14:30:00,NO,NO,NO
4278,2012-05-18 18:45:00,YES,NO,NO
4279,2012-05-19 13:30:00,NO,NO,NO
4280,2012-05-21 14:00:00,NO,NO,NO
4281,2012-05-21 15:15:00,NO,NO,NO
4282,2012-05-21 16:30:00,NO,NO,NO
4283,2012-05-22 14:30:00,YES,YES,NO
4284,2012-05-22 15:30:00,NO,NO,NO
4285,2012-05-23 16:15:00,NO,NO,NO
4286,2012-05-24 15:30:00,NO,NO,NO
4287,2012-05-24 18:30:00,NO,NO,NO
4288,2012-05-25 17:00:00,NO,NO,NO
4289,2012-05-25 20:30:00,NO,NO,NO
4290,2012-05-26 14:00:00,YES,YES,NO
4291,2012-05-26 15:00:00,YES,NO,YES
4292,2012-05-28 12:40:00,NO,NO,NO
4293,2012-05-29 12:15:00,NO,NO,NO
4294,2012-05-29 19:00:00,NO,NO,NO
4295,2012-05-30 16:00:00,YES,YES,NO
4296,2012-05-30 18:30:00,NO,NO,NO
4297,2012-05-31 14:30:00,NO,NO,NO
4298,2012-05-31 21:00:00,NO,NO,NO
4299,2012-05-31 22:15:00,NO,NO,NO
4300,2012-05-31 22:45:00,NO,NO,NO
4301,2012-06-01 17:00:00,YES,YES,NO
4302,2012-06-01 23:30:00,YES,YES,YES
4303,2012-06-02 13:30:00,NO,NO,NO
4304,2012-06-04 11:45:00,YES,NO,NO
4305,2012-06-04 14:30:00,YES,YES,NO
4306,2012-06-04 21:45:00,NO,NO,NO
4307,2012-06-04 23:45:00,NO,NO,NO
4308,2012-06-05 02:00:00,YES,YES,NO
4309,2012-06-05 16:00:00,NO,NO,NO
4310,2012-06-06 10:15:00,NO,NO,NO
4311,2012-06-06 11:30:00,NO,NO,NO
4312,2012-06-06 12:15:00,NO,NO,NO
4313,2012-06-06 13:30:00,NO,NO,NO
4314,2012-06-07 08:00:00,YES,YES,NO
4315,2012-06-07 11:30:00,YES,YES,YES
4316,2012-06-07 12:00:00,NO,NO,NO
4317,2012-06-07 20:00:00,NO,NO,NO
4318,2012-06-07 20:15:00,NO,NO,NO
4319,2012-06-07 20:30:00,NO,NO,NO
4320,2012-06-08 19:00:00,NO,YES,NO
4321,2012-06-09 12:30:00,NO,NO,NO
4322,2012-06-09 13:30:00,YES,NO,NO
4323,2012-06-12 13:00:00,YES,NO,NO
4324,2012-06-12 15:00:00,NO,NO,NO
4325,2012-06-13 13:00:00,NO,NO,NO
4326,2012-06-13 15:30:00,NO,NO,NO
4327,2012-06-14 16:30:00,NO,NO,NO
4328,2012-06-14 16:45:00,NO,NO,NO
4329,2012-06-14 17:30:00,YES,NO,NO
4330,2012-06-14 18:00:00,YES,YES,NO
4331,2012-06-15 15:30:00,NO,NO,NO
4332,2012-06-15 16:45:00,NO,NO,NO
4333,2012-06-18 15:00:00,NO,YES,NO
4334,2012-06-18 23:15:00,NO,NO,NO
4335,2012-06-19 00:05:00,NO,NO,NO
4336,2012-06-19 00:55:00,NO,NO,NO
4337,2012-06-19 06:00:00,NO,NO,NO
4338,2012-06-19 09:00:00,NO,NO,NO
4339,2012-06-20 02:30:00,NO,NO,NO
4340,2012-06-20 02:45:00,YES,YES,NO
4341,2012-06-21 15:00:00,YES,YES,NO
4342,2012-06-21 18:50:00,NO,NO,NO
4343,2012-06-21 20:15:00,NO,NO,NO
4344,2012-06-21 20:45:00,YES,NO,NO
4345,2012-06-22 16:40:00,NO,NO,NO
4346,2012-06-22 19:00:00,YES,YES,YES
4347,2012-06-25 14:00:00,NO,NO,NO
4348,2012-06-25 18:00:00,NO,NO,NO
4349,2012-06-25 20:30:00,NO,NO,NO
4350,2012-06-25 21:30:00,NO,NO,NO
4351,2012-06-26 14:30:00,NO,NO,NO
4352,2012-06-26 17:00:00,NO,NO,NO
4353,2012-06-26 21:30:00,NO,NO,NO
4354,2012-06-26 21:30:00,NO,NO,NO
4355,2012-06-26 22:30:00,NO,YES,NO
4356,2012-06-27 14:30:00,NO,NO,NO
4357,2012-06-28 13:00:00,NO,NO,NO
4358,2012-06-28 14:00:00,YES,YES,NO
4359,2012-06-29 15:30:00,NO,NO,NO
4360,2012-07-02 17:00:00,YES,YES,NO
4361,2012-07-03 12:30:00,NO,NO,NO
4362,2012-07-07 23:30:00,NO,NO,NO
4363,2012-07-09 14:30:00,YES,YES,NO
4364,2012-07-10 14:00:00,NO,YES,NO
4365,2012-07-11 16:00:00,NO,YES,NO
4366,2012-07-11 18:00:00,NO,NO,NO
4367,2012-07-12 19:00:00,NO,NO,NO
4368,2012-07-12 21:30:00,YES,YES,NO
4369,2012-07-16 20:30:00,YES,NO,NO
4370,2012-07-17 14:30:00,NO,NO,NO
4371,2012-07-17 17:00:00,NO,NO,NO
4372,2012-07-18 14:30:00,NO,NO,NO
4373,2012-07-18 18:30:00,NO,NO,NO
4374,2012-07-18 18:50:00,YES,NO,NO
4375,2012-07-19 13:50:00,YES,YES,NO
4376,2012-07-19 14:30:00,NO,NO,NO
4377,2012-07-19 17:30:00,NO,YES,NO
4378,2012-07-19 19:00:00,NO,NO,NO
4379,2012-07-20 16:30:00,NO,NO,NO
4380,2012-07-21 12:10:00,NO,NO,NO
4381,2012-07-23 14:30:00,YES,YES,NO
4382,2012-07-23 19:00:00,YES,YES,YES
4383,2012-07-24 23:00:00,NO,NO,NO
4384,2012-07-25 17:00:00,YES,YES,NO
4385,2012-07-26 12:30:00,NO,NO,NO
4386,2012-07-27 17:30:00,NO,NO,NO
4387,2012-07-27 17:30:00,YES,YES,NO
4388,2012-07-28 16:00:00,NO,NO,NO
4389,2012-07-30 18:00:00,NO,NO,NO
4390,2012-07-30 19:00:00,NO,NO,NO
4391,2012-07-30 20:00:00,NO,NO,NO
4392,2012-07-31 17:00:00,YES,YES,NO
4393,2012-08-01 17:00:00,NO,NO,NO
4394,2012-08-02 17:00:00,NO,NO,NO
4395,2012-08-02 23:00:00,NO,NO,NO
4396,2012-08-03 14:20:00,NO,NO,NO
4397,2012-08-05 16:00:00,NO,NO,NO
4398,2012-08-06 17:00:00,NO,NO,NO
4399,2012-08-07 18:00:00,NO,NO,NO
4400,2012-08-07 19:00:00,NO,NO,NO
4401,2012-08-08 14:20:00,NO,NO,NO
4402,2012-08-08 16:00:00,NO,YES,NO
4403,2012-08-09 17:00:00,NO,NO,NO
4404,2012-08-11 14:00:00,NO,NO,NO
4405,2012-08-11 21:00:00,NO,NO,NO
4406,2012-08-14 18:00:00,YES,NO,NO
4407,2012-08-15 14:00:00,NO,NO,NO
4408,2012-08-16 15:30:00,NO,NO,NO
4409,2012-08-20 11:30:00,NO,NO,NO
4410,2012-08-20 13:30:00,NO,NO,NO
4411,2012-08-22 13:20:00,NO,NO,NO
4412,2012-08-23 12:30:00,NO,NO,NO
4413,2012-08-24 18:15:00,NO,NO,NO
4414,2012-08-24 19:40:00,NO,NO,NO
4415,2012-08-25 16:00:00,NO,NO,NO
4416,2012-08-28 20:30:00,NO,NO,NO
4417,2012-08-29 17:00:00,NO,NO,NO
4418,2012-08-31 15:00:00,YES,NO,NO
4419,2012-08-31 17:00:00,NO,NO,NO
4420,2012-09-01 13:00:00,NO,NO,NO
4421,2012-09-02 15:30:00,YES,NO,NO
4422,2012-09-03 15:50:00,NO,YES,NO
4423,2012-09-04 14:30:00,NO,NO,NO
4424,2012-09-05 20:00:00,NO,NO,NO
4425,2012-09-06 12:00:00,YES,YES,NO
4426,2012-09-07 10:30:00,NO,NO,NO
4427,2012-09-07 11:30:00,NO,NO,NO
4428,2012-09-07 13:00:00,YES,YES,NO
4429,2012-09-07 14:30:00,YES,YES,NO
4430,2012-09-08 04:15:00,NO,NO,NO
4431,2012-09-08 04:50:00,NO,NO,NO
4432,2012-09-08 05:45:00,NO,NO,NO
4433,2012-09-08 06:50:00,NO,NO,NO
4434,2012-09-08 07:10:00,NO,NO,NO
4435,2012-09-08 08:00:00,NO,NO,NO
4436,2012-09-08 09:00:00,NO,YES,NO
4437,2012-09-08 13:30:00,NO,NO,NO
4438,2012-09-08 14:00:00,NO,NO,NO
4439,2012-09-09 10:00:00,YES,YES,NO
4440,2012-09-10 06:00:00,NO,NO,NO
4441,2012-09-10 06:20:00,NO,NO,NO
4442,2012-09-11 12:00:00,YES,NO,NO
4443,2012-09-11 19:30:00,NO,NO,NO
4444,2012-09-11 22:30:00,YES,NO,NO
4445,2012-09-12 15:00:00,NO,NO,NO
4446,2012-09-12 20:00:00,YES,YES,NO
4447,2012-09-13 16:00:00,NO,YES,NO
4448,2012-09-13 19:30:00,NO,NO,NO
4449,2012-09-15 16:00:00,NO,NO,NO
4450,2012-09-17 21:30:00,NO,NO,NO
4451,2012-09-18 17:00:00,NO,YES,NO
4452,2012-09-19 16:00:00,NO,NO,NO
4453,2012-09-19 18:00:00,NO,NO,NO
4454,2012-09-19 18:30:00,NO,NO,NO
4455,2012-09-20 11:10:00,NO,NO,NO
4456,2012-09-20 12:00:00,NO,NO,NO
4457,2012-09-20 13:30:00,NO,YES,NO
4458,2012-09-21 14:00:00,NO,NO,NO
4459,2012-09-24 12:30:00,NO,NO,NO
4460,2012-09-24 18:00:00,NO,NO,NO
4461,2012-09-25 18:15:00,NO,NO,NO
4462,2012-09-25 19:30:00,NO,NO,NO
4463,2012-09-25 22:30:00,YES,NO,NO
4464,2012-09-26 14:00:00,NO,YES,NO
4465,2012-09-27 14:45:00,NO,NO,NO
4466,2012-09-28 16:45:00,NO,NO,NO
4467,2012-09-29 20:00:00,NO,NO,NO
4468,2012-10-01 14:30:00,YES,YES,NO
4469,2012-10-02 16:00:00,YES,YES,NO
4470,2012-10-03 15:00:00,NO,NO,NO
4471,2012-10-04 19:30:00,YES,NO,NO
4472,2012-10-05 11:00:00,NO,NO,NO
4473,2012-10-05 13:00:00,NO,NO,NO
4474,2012-10-05 14:15:00,NO,NO,NO
4475,2012-10-05 16:00:00,YES,YES,NO
4476,2012-10-05 16:30:00,YES,YES,YES
4477,2012-10-08 12:40:00,NO,NO,NO
4478,2012-10-08 14:00:00,NO,NO,NO
4479,2012-10-08 14:20:00,NO,NO,NO
4480,2012-10-09 17:30:00,YES,NO,NO
4481,2012-10-09 18:40:00,NO,NO,NO
4482,2012-10-10 09:05:00,NO,NO,NO
4483,2012-10-10 17:00:00,NO,NO,NO
4484,2012-10-10 19:00:00,NO,NO,NO
4485,2012-10-10 21:00:00,NO,NO,NO
4486,2012-10-11 16:30:00,NO,NO,NO
4487,2012-10-12 20:30:00,NO,NO,NO
4488,2012-10-15 16:30:00,NO,NO,NO
4489,2012-10-15 17:15:00,NO,NO,NO
4490,2012-10-15 18:00:00,NO,NO,NO
4491,2012-10-16 16:00:00,NO,NO,NO
4492,2012-10-17 10:15:00,NO,NO,NO
4493,2012-10-17 10:35:00,NO,NO,NO
4494,2012-10-17 15:30:00,NO,NO,NO
4495,2012-10-17 17:30:00,YES,NO,NO
4496,2012-10-18 15:00:00,NO,NO,NO
4497,2012-10-18 17:00:00,YES,YES,NO
4498,2012-10-18 19:00:00,NO,NO,NO
4499,2012-10-22 15:30:00,NO,NO,NO
4500,2012-10-22 16:40:00,NO,NO,NO
4501,2012-10-22 17:00:00,NO,NO,NO
4502,2012-10-22 17:45:00,NO,NO,NO
4503,2012-10-23 16:15:00,NO,NO,NO
4504,2012-10-23 17:30:00,YES,YES,NO
4505,2012-10-23 20:45:00,NO,NO,NO
4506,2012-10-24 17:30:00,NO,NO,NO
4507,2012-10-24 18:30:00,NO,NO,NO
4508,2012-10-24 20:30:00,NO,NO,NO
4509,2012-10-25 19:00:00,NO,YES,NO
4510,2012-10-26 10:10:00,NO,NO,NO
4511,2012-10-26 12:00:00,NO,NO,NO
4512,2012-10-29 17:15:00,NO,NO,NO
4513,2012-10-29 19:30:00,NO,NO,NO
4514,2012-10-30 18:00:00,NO,NO,NO
4515,2012-10-31 17:00:00,NO,NO,NO
4516,2012-11-02 12:20:00,NO,NO,NO
4517,2012-11-04 16:30:00,NO,NO,NO
4518,2012-11-05 19:30:00,NO,NO,NO
4519,2012-11-06 11:30:00,NO,NO,NO
4520,2012-11-06 17:20:00,YES,YES,NO
4521,2012-11-07 18:00:00,NO,NO,NO
4522,2012-11-07 19:00:00,NO,NO,NO
4523,2012-11-08 15:50:00,NO,NO,NO
4524,2012-11-08 19:00:00,NO,NO,NO
4525,2012-11-09 11:40:00,NO,NO,NO
4526,2012-11-09 17:00:00,NO,NO,NO
4527,2012-11-10 13:30:00,NO,NO,NO
4528,2012-11-12 19:45:00,NO,NO,NO
4529,2012-11-12 21:30:00,NO,NO,NO
4530,2012-11-13 11:45:00,NO,NO,NO
4531,2012-11-13 16:45:00,NO,NO,NO
4532,2012-11-14 12:30:00,NO,NO,NO
4533,2012-11-14 16:30:00,NO,NO,NO
4534,2012-11-15 17:00:00,NO,NO,NO
4535,2012-11-16 17:00:00,NO,NO,NO
4536,2012-11-16 17:30:00,NO,NO,NO
4537,2012-11-16 18:15:00,NO,NO,NO
4538,2012-11-16 20:30:00,YES,YES,NO
4539,2012-11-19 13:45:00,NO,NO,NO
4540,2012-11-19 14:45:00,NO,NO,NO
4541,2012-11-20 13:20:00,NO,NO,NO
4542,2012-11-21 18:00:00,YES,NO,NO
4543,2012-11-22 11:15:00,NO,NO,NO
4544,2012-11-22 13:30:00,YES,YES,NO
4545,2012-11-23 12:30:00,NO,NO,NO
4546,2012-11-23 16:45:00,NO,NO,NO
4547,2012-11-26 14:45:00,NO,NO,NO
4548,2012-11-27 12:30:00,NO,NO,NO
4549,2012-11-27 16:30:00,NO,NO,NO
4550,2012-11-29 18:00:00,YES,YES,NO
4551,2012-11-30 17:00:00,NO,NO,NO
4552,2012-12-01 12:00:00,NO,NO,NO
4553,2012-12-03 19:30:00,YES,YES,NO
4554,2012-12-04 18:30:00,NO,NO,NO
4555,2012-12-05 17:00:00,YES,YES,NO
4556,2012-12-06 20:15:00,NO,NO,NO
4557,2012-12-07 17:30:00,NO,NO,NO
4558,2012-12-08 17:00:00,NO,NO,NO
4559,2012-12-10 17:15:00,YES,YES,NO
4560,2012-12-11 15:00:00,YES,YES,NO
4561,2012-12-11 20:30:00,NO,NO,NO
4562,2012-12-12 13:30:00,YES,YES,NO
4563,2012-12-12 16:30:00,NO,NO,NO
4564,2012-12-13 15:00:00,YES,YES,NO
4565,2012-12-13 18:45:00,NO,NO,NO
4566,2012-12-14 14:30:00,NO,NO,NO
4567,2012-12-14 17:00:00,NO,NO,NO
4568,2012-12-17 12:30:00,NO,NO,NO
4569,2012-12-18 16:30:00,NO,NO,NO
4570,2012-12-18 21:00:00,NO,NO,NO
4571,2012-12-19 15:30:00,NO,YES,NO
4572,2012-12-19 17:00:00,NO,NO,NO
4573,2012-12-19 21:00:00,NO,NO,NO
4574,2012-12-20 16:40:00,NO,YES,YES
4575,2012-12-20 19:00:00,YES,NO,NO
4576,2012-12-21 15:00:00,NO,YES,NO
4577,2012-12-21 18:00:00,NO,YES,NO
4578,2012-12-22 18:00:00,NO,NO,NO
4579,2012-12-23 22:30:00,YES,YES,NO
4580,2012-12-24 13:15:00,NO,NO,NO
4581,2012-12-24 14:30:00,YES,NO,NO
4582,2012-12-25 11:00:00,NO,NO,NO
4583,2012-12-26 13:30:00,NO,NO,NO
4584,2012-12-27 15:00:00,NO,NO,NO
4585,2012-12-27 18:00:00,YES,NO,NO
4586,2012-12-28 16:00:00,NO,NO,NO
4587,2012-12-31 23:55:00,NO,NO,NO
4588,2013-01-10 13:30:00,NO,NO,NO
4589,2013-01-10 18:30:00,NO,NO,NO
4590,2013-01-10 18:45:00,NO,NO,NO
4591,2013-01-14 19:40:00,NO,NO,NO
4592,2013-01-15 15:10:00,NO,NO,NO
4593,2013-01-15 17:00:00,YES,NO,NO
4594,2013-01-15 20:30:00,NO,NO,NO
4595,2013-01-16 12:30:00,YES,YES,NO
4596,2013-01-17 12:30:00,NO,NO,NO
4597,2013-01-21 17:30:00,NO,NO,NO
4598,2013-01-22 17:15:00,NO,NO,NO
4599,2013-01-23 17:40:00,NO,YES,NO
4600,2013-01-23 18:30:00,NO,NO,NO
4601,2013-01-23 20:45:00,YES,NO,NO
4602,2013-01-24 12:15:00,NO,NO,NO
4603,2013-01-24 12:30:00,YES,YES,NO
4604,2013-01-24 15:30:00,NO,NO,NO
4605,2013-01-25 17:30:00,NO,NO,NO
4606,2013-01-29 13:00:00,NO,NO,NO
4607,2013-01-30 13:00:00,NO,NO,NO
4608,2013-01-31 13:45:00,NO,NO,NO
4609,2013-01-31 16:10:00,NO,NO,NO
4610,2013-01-31 18:30:00,NO,YES,NO
4611,2013-02-01 15:40:00,NO,NO,NO
4612,2013-02-01 17:20:00,NO,NO,NO
4613,2013-02-01 17:40:00,YES,YES,NO
4614,2013-02-01 19:15:00,NO,NO,NO
4615,2013-02-02 19:00:00,NO,NO,NO
4616,2013-02-02 19:30:00,NO,NO,NO
4617,2013-02-04 14:45:00,NO,NO,NO
4618,2013-02-04 15:30:00,NO,NO,NO
4619,2013-02-05 17:00:00,YES,YES,NO
4620,2013-02-05 19:50:00,NO,NO,NO
4621,2013-02-06 20:00:00,NO,NO,NO
4622,2013-02-07 19:30:00,NO,NO,NO
4623,2013-02-07 21:30:00,NO,NO,NO
4624,2013-02-08 13:15:00,NO,NO,NO
4625,2013-02-08 15:00:00,YES,YES,NO
4626,2013-02-08 19:00:00,NO,NO,NO
4627,2013-02-09 12:30:00,NO,NO,NO
4628,2013-02-09 15:00:00,NO,NO,NO
4629,2013-02-11 15:15:00,NO,NO,NO
4630,2013-02-12 14:00:00,NO,NO,NO
4631,2013-02-12 15:30:00,NO,NO,NO
4632,2013-02-12 18:40:00,NO,NO,NO
4633,2013-02-13 18:00:00,NO,YES,NO
4634,2013-02-14 15:00:00,YES,YES,NO
4635,2013-02-14 18:10:00,NO,NO,NO
4636,2013-02-15 14:30:00,NO,NO,NO
4637,2013-02-15 16:15:00,NO,NO,NO
4638,2013-02-15 17:45:00,NO,NO,NO
4639,2013-02-18 12:30:00,NO,NO,NO
4640,2013-02-19 18:45:00,YES,YES,NO
4641,2013-02-19 20:15:00,NO,NO,NO
4642,2013-02-20 17:00:00,NO,NO,NO
4643,2013-02-20 18:30:00,NO,NO,NO
4644,2013-02-21 14:00:00,YES,YES,NO
4645,2013-02-21 16:00:00,NO,NO,NO
4646,2013-02-21 16:30:00,NO,NO,NO
4647,2013-02-21 19:45:00,YES,YES,NO
4648,2013-02-22 14:30:00,NO,YES,NO
4649,2013-02-23 19:15:00,NO,NO,NO
4650,2013-02-25 19:00:00,NO,NO,NO
4651,2013-02-26 21:30:00,YES,YES,NO
4652,2013-02-27 13:45:00,YES,YES,YES
4653,2013-02-28 14:00:00,NO,NO,NO
4654,2013-02-28 18:00:00,NO,YES,NO
4655,2013-02-28 19:30:00,YES,YES,NO
4656,2013-03-01 17:30:00,NO,NO,NO
4657,2013-03-01 18:00:00,NO,NO,NO
4658,2013-03-01 18:20:00,NO,NO,NO
4659,2013-03-04 18:00:00,NO,NO,NO
4660,2013-03-05 14:30:00,NO,NO,NO
4661,2013-03-05 17:15:00,NO,NO,NO
4662,2013-03-06 14:00:00,NO,YES,NO
4663,2013-03-06 16:30:00,NO,NO,NO
4664,2013-03-07 20:00:00,NO,YES,NO
4665,2013-03-07 21:30:00,NO,NO,NO
4666,2013-03-11 12:30:00,NO,NO,NO
4667,2013-03-12 17:00:00,NO,NO,NO
4668,2013-03-12 19:40:00,NO,NO,NO
4669,2013-03-12 21:00:00,NO,NO,NO
4670,2013-03-13 17:15:00,NO,NO,NO
4671,2013-03-13 18:15:00,NO,NO,NO
4672,2013-03-13 20:00:00,NO,NO,NO
4673,2013-03-14 15:40:00,YES,NO,NO
4674,2013-03-14 17:15:00,NO,NO,NO
4675,2013-03-15 14:00:00,NO,NO,NO
4676,2013-03-15 16:00:00,NO,NO,NO
4677,2013-03-15 18:30:00,NO,NO,NO
4678,2013-03-18 14:00:00,NO,NO,NO
4679,2013-03-19 19:30:00,YES,NO,NO
4680,2013-03-20 17:00:00,YES,NO,NO
4681,2013-03-21 16:20:00,NO,NO,NO
4682,2013-03-21 16:40:00,NO,NO,NO
4683,2013-03-21 18:30:00,NO,NO,NO
4684,2013-03-22 00:00:00,NO,YES,NO
4685,2013-03-22 17:00:00,NO,NO,NO
4686,2013-03-22 18:00:00,NO,NO,NO
4687,2013-03-22 19:00:00,NO,NO,NO
4688,2013-03-22 22:30:00,NO,NO,NO
4689,2013-03-25 14:30:00,NO,NO,NO
4690,2013-03-26 21:00:00,NO,NO,NO
4691,2013-03-26 22:30:00,NO,NO,NO
4692,2013-03-27 13:00:00,NO,NO,NO
4693,2013-03-27 16:00:00,NO,NO,NO
4694,2013-03-27 17:00:00,NO,NO,NO
4695,2013-03-27 19:00:00,NO,NO,NO
4696,2013-03-27 23:00:00,YES,YES,NO
4697,2013-03-28 17:30:00,NO,NO,NO
4698,2013-03-28 19:45:00,NO,NO,NO
4699,2013-03-29 12:30:00,YES,YES,NO
4700,2013-03-30 18:00:00,NO,NO,NO
4701,2013-04-01 18:30:00,NO,NO,NO
4702,2013-04-02 15:30:00,NO,NO,NO
4703,2013-04-03 13:30:00,NO,NO,NO
4704,2013-04-03 18:30:00,NO,NO,NO
4705,2013-04-04 13:20:00,NO,NO,NO
4706,2013-04-04 14:25:00,NO,NO,NO
4707,2013-04-05 19:00:00,YES,YES,NO
4708,2013-04-06 08:00:00,NO,NO,NO
4709,2013-04-07 22:00:00,YES,YES,NO
4710,2013-04-08 12:50:00,NO,NO,NO
4711,2013-04-08 14:00:00,NO,NO,NO
4712,2013-04-08 21:20:00,NO,YES,NO
4713,2013-04-08 22:30:00,NO,NO,NO
4714,2013-04-09 20:30:00,NO,NO,NO
4715,2013-04-10 16:00:00,NO,NO,NO
4716,2013-04-10 17:00:00,NO,NO,NO
4717,2013-04-11 08:45:00,NO,NO,NO
4718,2013-04-11 14:00:00,NO,NO,NO
4719,2013-04-11 16:30:00,YES,YES,NO
4720,2013-04-12 08:15:00,NO,NO,NO
4721,2013-04-12 08:20:00,NO,NO,NO
4722,2013-04-12 11:00:00,YES,NO,NO
4723,2013-04-15 14:30:00,NO,NO,NO
4724,2013-04-15 15:00:00,NO,NO,NO
4725,2013-04-15 15:45:00,NO,NO,NO
4726,2013-04-15 16:45:00,NO,NO,NO
4727,2013-04-16 19:00:00,NO,YES,NO
4728,2013-04-17 17:45:00,NO,NO,NO
4729,2013-04-17 18:30:00,NO,NO,NO
4730,2013-04-17 21:30:00,NO,NO,NO
4731,2013-04-18 20:30:00,NO,NO,NO
4732,2013-04-18 23:00:00,NO,NO,NO
4733,2013-04-19 20:00:00,YES,YES,NO
4734,2013-04-19 20:15:00,NO,NO,NO
4735,2013-04-22 16:30:00,YES,NO,NO
4736,2013-04-23 10:15:00,NO,NO,NO
4737,2013-04-25 16:50:00,NO,YES,YES
4738,2013-04-25 17:10:00,NO,NO,NO
4739,2013-04-26 15:45:00,NO,NO,NO
4740,2013-04-29 14:00:00,NO,NO,NO
4741,2013-04-29 17:20:00,YES,YES,NO
4742,2013-04-29 20:00:00,NO,NO,NO
4743,2013-04-30 17:00:00,YES,YES,NO
4744,2013-04-30 20:00:00,YES,NO,NO
4745,2013-05-01 12:00:00,YES,NO,NO
4746,2013-05-02 17:30:00,NO,NO,NO
4747,2013-05-02 19:30:00,NO,NO,NO
4748,2013-05-02 20:30:00,NO,NO,NO
4749,2013-05-06 18:30:00,NO,NO,NO
4750,2013-05-07 16:30:00,YES,YES,NO
4751,2013-05-07 18:30:00,NO,NO,NO
4752,2013-05-08 15:15:00,NO,YES,NO
4753,2013-05-09 11:00:00,NO,NO,NO
4754,2013-05-09 13:00:00,NO,NO,NO
4755,2013-05-10 15:00:00,NO,NO,NO
4756,2013-05-10 18:00:00,NO,NO,NO
4757,2013-05-10 20:45:00,NO,NO,NO
4758,2013-05-13 20:30:00,NO,NO,NO
4759,2013-05-14 14:30:00,NO,NO,NO
4760,2013-05-14 16:40:00,NO,NO,NO
4761,2013-05-14 18:00:00,NO,NO,NO
4762,2013-05-15 16:00:00,NO,YES,NO
4763,2013-05-15 18:45:00,NO,NO,NO
4764,2013-05-16 13:45:00,NO,NO,NO
4765,2013-05-16 14:15:00,NO,NO,NO
4766,2013-05-16 16:00:00,NO,NO,NO
4767,2013-05-16 19:45:00,NO,NO,NO
4768,2013-05-17 17:15:00,NO,NO,NO
4769,2013-05-20 16:30:00,NO,NO,NO
4770,2013-05-20 19:00:00,NO,NO,NO
4771,2013-05-21 17:30:00,NO,NO,NO
4772,2013-05-21 20:30:00,NO,NO,NO
4773,2013-05-22 18:00:00,YES,YES,NO
4774,2013-05-22 19:00:00,NO,NO,NO
4775,2013-05-23 21:00:00,NO,NO,NO
4776,2013-05-24 15:00:00,NO,NO,NO
4777,2013-05-24 17:15:00,YES,YES,NO
4778,2013-05-24 21:50:00,YES,NO,NO
4779,2013-05-26 16:30:00,NO,NO,NO
4780,2013-05-27 17:15:00,NO,NO,NO
4781,2013-05-27 19:00:00,NO,YES,NO
4782,2013-05-27 20:45:00,YES,YES,NO
4783,2013-05-28 13:00:00,NO,NO,NO
4784,2013-05-28 14:15:00,NO,NO,NO
4785,2013-05-28 16:15:00,NO,NO,NO
4786,2013-05-29 12:45:00,NO,NO,NO
4787,2013-05-30 14:30:00,NO,NO,NO
4788,2013-05-30 15:30:00,NO,NO,NO
4789,2013-05-30 17:00:00,NO,NO,NO
4790,2013-05-31 15:00:00,NO,NO,NO
4791,2013-05-31 17:20:00,NO,YES,NO
4792,2013-05-31 18:20:00,NO,YES,NO
4793,2013-06-04 10:30:00,YES,YES,NO
4794,2013-06-04 15:30:00,YES,YES,NO
4795,2013-06-05 15:30:00,YES,YES,YES
4796,2013-06-05 16:15:00,NO,NO,NO
4797,2013-06-06 15:45:00,YES,YES,NO
4798,2013-06-06 16:15:00,YES,YES,YES
4799,2013-06-07 15:30:00,YES,YES,NO
4800,2013-06-07 17:00:00,NO,YES,NO
4801,2013-06-10 12:30:00,NO,NO,NO
4802,2013-06-10 14:00:00,NO,NO,NO
4803,2013-06-11 20:30:00,YES,YES,NO
4804,2013-06-12 13:30:00,NO,NO,NO
4805,2013-06-12 14:30:00,NO,NO,NO
4806,2013-06-12 14:30:00,NO,NO,NO
4807,2013-06-13 13:40:00,YES,YES,NO
4808,2013-06-13 16:30:00,NO,NO,NO
4809,2013-06-13 17:45:00,YES,YES,NO
4810,2013-06-14 00:05:00,YES,YES,NO
4811,2013-06-14 14:30:00,YES,YES,NO
4812,2013-06-14 16:30:00,NO,NO,NO
4813,2013-06-16 19:45:00,NO,NO,NO
4814,2013-06-16 20:30:00,YES,NO,NO
4815,2013-06-17 18:45:00,NO,NO,NO
4816,2013-06-17 23:45:00,NO,NO,NO
4817,2013-06-18 02:30:00,NO,NO,NO
4818,2013-06-18 19:40:00,YES,YES,NO
4819,2013-06-19 18:00:00,YES,YES,NO
4820,2013-06-20 15:30:00,NO,NO,NO
4821,2013-06-20 17:30:00,NO,NO,NO
4822,2013-06-20 19:45:00,YES,YES,NO
4823,2013-06-20 21:20:00,NO,NO,NO
4824,2013-06-20 23:00:00,NO,NO,NO
4825,2013-06-21 14:45:00,YES,YES,NO
4826,2013-06-21 17:00:00,YES,YES,NO
4827,2013-06-21 17:30:00,YES,YES,NO
4828,2013-06-21 17:45:00,NO,NO,NO
4829,2013-06-21 19:00:00,NO,NO,NO
